"PC1" "PC2" "PC3"
"EIF1A" 0.0185277393714867 0.0129261355205306 0.00560286196841888
"SRP14" -0.00341833547320736 -0.0124488441764615 -0.00805642356045757
"PAK3" -0.0341333418313432 -0.0158736849770569 0.00723755831832824
"LRPPRC" 0.0154772910395648 -0.0213921402403066 0.00103979987329686
"AHI1" -0.0375120936221027 0.00112816153706107 0.0192666029187625
"SYNJ1" -0.0339686812605326 -0.00567186250522635 -0.00778499556571424
"NME1" -0.0204205775414979 -0.0217019727163778 -0.0171485689422077
"PLEKHB1" -0.0206596302755535 0.0210798430331521 0.0552202354323486
"ARF1" 0.0230287885048251 -0.0232890001291031 -0.00496626923483162
"CCT7" -0.0130845344466371 -0.0203927561230157 0.00934331652195061
"PFN2" -0.0258707288212313 -0.0468315390274439 0.0063803924474042
"SCG3" -0.0399250663337885 -0.00318665262465849 -0.00225658607890459
"SNCG" -0.014352101147631 0.0445686416392851 0.0449945095480655
"SEC62" -0.0163271752603595 0.00797669206603332 -0.00659239721673894
"CAV1" 0.0198752781127137 0.0580265604610638 -0.025006068738709
"SPNB2" -0.00838776835349717 0.000895503112444446 -0.0322355561274821
"DUSP26" -0.0278453242703325 0.00575984857278691 0.0384633105683318
"DYNC1I2" -0.0233161092832215 0.00336425551939236 0.00682868828747898
"SCD2" 0.00497243474947025 -0.0253440598806157 -0.00389138363764442
"REEP5" -0.0260821487084909 0.000457439713421193 -0.0315964054887018
"SRP72" -0.0170853897161158 0.0118363479792148 -0.00787767626742719
"RABGGTB" 0.0225478016156306 -0.0193554393027946 -0.00639143262010313
"ENO2" -0.0403055313731851 -0.0057637945968105 0.00172821419271886
"NUDT3" -0.0250661660672248 -0.00761813214244735 -0.0182002601286743
"CST3" -0.00744891518638431 0.0439648285418109 0.0174210522534532
"YWHAE" -0.00217168546616944 -0.0431376356501586 -0.00583746966454677
"MAOB" -0.0152068026365825 0.0206277687962346 0.0605804355050831
"NDRG2" 0.00327349692316106 -0.00332169875389533 0.0518218268437429
"ESD" 0.0213833939317977 0.0119340000777893 -0.0202435514506224
"PSMC2" 0.00435085010050055 -0.00376182583421033 -0.0219452489384428
"CNTN1" -0.0420531925422469 -0.0011405324953952 -0.00320841264749245
"SLC30A9" -0.0210861385606855 0.00989395322944125 0.0159953468170505
"MEST" 0.0234989387600202 -0.0350453867562216 0.0264813125681664
"RSAD2" 0.0132633516858322 0.0559662816569633 -0.0172302652659197
"NFIB" 0.0285773556674992 -0.00574182630538029 -0.0287676222194694
"COX4I1" -0.0188086108524888 0.0131699264132289 -0.0258911701355258
"TCEAL8" 0.0162088152466206 -0.0360106191668645 0.0272816098668336
"CFL2" 0.0152171071416806 -0.0393945904584145 0.00795476790496104
"GNB2L1" 0.0165146810253725 0.00633386420907757 -0.0236316168073444
"CTSL" 0.0106604192390061 0.0198613591178316 0.00971474230263232
"PKP4" -0.0135383569965578 -0.0315009869883372 -0.0121204199217385
"MTAP7D2" -0.0408365408780047 -0.0104608201868092 -0.00156297038197663
"NARS" -0.0220956113019616 0.00099353401567948 -0.0165938829742635
"CTNNA1" 0.0324579330750468 0.0106158490063478 0.0145333824437358
"DCLK1" -0.035610994866958 0.00337258656546928 -0.0273204808670731
"KRCC1" 0.0375903602932973 0.00854810825876164 0.00453714662926296
"DUSP3" -0.0218596001775202 0.0232741068850183 -0.023161435845993
"RPS5" 0.0146402752541364 0.0206412719672564 0.0186831419204096
"MTCH1" -0.0299486099812204 0.012201351062144 0.00690395167318664
"UBB" -0.0151988340981758 -0.0551587736827044 0.0181364609632414
"MDH2" 0.0100330615175752 -0.019655987213177 -0.0109703910402168
"CALU" 0.0324506702917807 -0.0141729648911309 -0.0129913263631658
"ATP1B1" -0.0227976625415902 -0.0547135835458015 0.00946189901982139
"2900011O08RIK" -0.0409735051187437 -0.00113022712783634 -0.00573331484975697
"PRKACB" -0.0213674175128607 -0.0158308413765345 -0.00511257593103974
"HSPA4" -0.0091344243864397 0.010337748535605 -0.0320243360592247
"PLA2G16" 0.0382225873340913 0.0132327709089909 0.00802413019026954
"SPC25" 0.0265541516413603 -0.0161079772787625 0.00196250837085829
"ATP6V1D" -0.0186150481298599 -0.0300473639017686 -0.00395099954725751
"SHFM1" 0.0256894793393397 -0.0171986414166196 0.00772828179266465
"HSPH1" -0.0281097091416882 0.00205579290982964 0.00868160026385467
"TSPAN3" -0.000751832184371731 -0.0433882334272628 -0.0113293263891283
"ID2" 0.015228190011023 -0.0104749997203609 -0.0254103110832551
"KLF6" 0.0214729905187306 -0.000292695748302364 0.00204263341930993
"UBE2C" 0.0328333852204759 -0.0160989753216292 0.0175483743909471
"RPS3" -0.0112173148743759 0.0103087381335922 -0.0116117685364047
"NDUFC2" 0.0151592084556594 -0.0254333415061701 -0.0224180483840121
"UCHL1" -0.035014213158182 -0.019219025918969 0.0226795080695077
"GPRASP2" -0.035164125952414 -0.0179242585000672 0.0218971466127261
"NDUFB10" 0.0030363938867317 -0.0148813424563827 -0.000255863244895641
"ATP8A1" -0.0359000152994877 -0.00476463102176311 0.00380750719380972
"ATP6V1A" -0.0286027953878515 0.00727265202892386 -0.0280515267051983
"RTN3" -0.0318061749790577 -0.0201857148608324 -0.0222038776570508
"HADHB" 0.0324341158431729 0.0141723908289678 0.0185799476589425
"PDLIM5" 0.033183018147808 -0.0192851087072594 0.00753725748208834
"CELF4" -0.0403787216055943 0.00477885661800137 -0.00932373380297947
"PSMD14" 0.0103136159866007 -0.0203349493365693 -0.0257462306868508
"GATA3" -0.0257010311089218 0.0198561947114476 0.0529616860137724
"SDHB" 0.0131394332312907 -0.00410814487582286 -0.0133954331948698
"STMN1" -0.0204766980179376 -0.0503335921590363 0.0114504186642989
"MRAP2" -0.0215753506302753 0.0193822365876235 0.0532948736177754
"CAMK2N1" -0.0393730892685547 0.00190601734780033 0.0101899801794611
"RAB1" 0.00544408672656055 -0.0176530454844443 -0.0153402351007961
"GNL3L" -0.0318590379962026 0.00500862198127888 -0.0250240561257623
"MLLT11" -0.0361499905251124 -0.00861298358585152 -0.0092539899927805
"TSC22D1" -0.0173348144351484 -0.0175974725154196 -0.0278602112484062
"BEX4" 0.00404889957873333 -0.040102691508023 0.060809187697307
"TUBA1C" 0.0282678604915182 0.00844812391279964 0.0273777494239938
"RAB6B" -0.0409964738321824 -0.00900391119012268 -0.0100954678084228
"ACADVL" 0.0246310413014287 0.0299702893771296 -0.0174608297083362
"SORBS1" 0.00240362040787909 0.0313350356793233 -0.0378194703893073
"ITM2B" 0.00170137167570144 -0.016212132444936 0.00204571403973983
"LUC7L3" -0.00763944292181337 -0.0260363366456006 -0.00051320806794965
"EIF1" -0.00186851761518551 -0.0213701243575385 -0.0020367847228678
"MAP2K1" 0.00400118902276852 -0.00189356442257895 0.00849478283186745
"SPR" 0.0141301474398333 0.0166089648276971 0.0113578847706889
"EIF3F" 0.00643817190976449 0.0267479985612004 0.00630756545536634
"SEPT2" 0.0360758372213332 0.00221167568506628 -0.00541671529034272
"NSG1" -0.0387443473963709 -0.00426642511318172 -0.0134699404917863
"RNF11" 0.00693871518313058 -0.0100094412866196 -0.0202264542368921
"IMPACT" -0.0328079458554903 0.0153267206493696 0.00562231272663646
"ACTR3" 0.0206381967894347 -0.00604174361814786 0.00772823539166609
"SUCLG1" 0.0162258403975515 0.000900771527643746 -0.0233293961424101
"NUDT4" 0.00324738415211665 -0.00921276878494622 -0.0274859455609439
"SDF2" 0.00344867108892374 -0.00120258982117596 0.00343792052087252
"HIBCH" 0.0285446202974708 0.0219147074476594 0.00888962447288344
"HSD17B12" -0.00783757847814037 0.00387513868603529 -0.0316657385466066
"KCNS2" -0.0180693939785194 0.00274060087456899 -0.0212375447741121
"TNKS2" 0.0185687000379706 0.0077552437308461 -0.0164360694062408
"HINT1" 0.0011589457249402 -0.0347311894944434 -0.0331915589791444
"BAG1" -0.0109861365529504 0.0419643862032162 0.000238847482438266
"ACOT2" 0.0273860533885036 0.0214950484114333 -0.0039786938488777
"HNRNPAB" 0.0221145598183443 -0.0198184151449529 0.014196733948587
"SYT11" -0.0386490902259591 0.00878026828152634 -0.01698519606184
"FBXO2" -0.0303321732721127 0.00982167474501137 0.0275096392615847
"GPC3" 0.0307339171746876 -0.0209034574391335 0.0333332615754437
"SH3GLB1" 0.0302409056401913 0.0187957777230497 -0.00448929137795033
"RHEB" 0.0216979117942989 -0.000307426805228901 0.014099581333224
"RAD21" 0.0265411550763942 -0.00794085040812803 0.00182774103172344
"TMPO" 0.0351420114713537 -0.0120234280496871 0.00297546024482175
"PTP4A2" 0.0139433144846562 0.017458952498591 -0.0121923567217362
"D0H4S114" -1.22634408545222e-06 -0.039207965517689 -0.0229913666139453
"RBMS3" -0.0245878750945569 -0.00736632481496063 0.0161412914725354
"EIF5" 0.00958468535422802 -0.00942538202390552 -0.00932554062984342
"SORBS2" 0.0191461306667464 -0.0497515041604268 0.0119667208886808
"MARCH5" 0.0267875961730956 0.0142099229648091 -0.0110061949661177
"GBE1" 0.0279676320470851 -0.00263530094629466 0.00488498276174973
"TUBB2B" -0.0235095892498021 -0.0445078216987412 -0.00892088642699954
"FERMT2" 0.0262109620922323 0.00572192215482128 -0.0152537713579696
"WNK1" 0.00882489754993605 -0.00142003211459495 -0.00135043546537211
"STXBP1" -0.0389642936824007 -0.00585364094025272 -0.00631173775639686
"TARS" 0.0245105069747149 0.0130638028720458 -0.0207778212119873
"ZCCHC12" -0.0346659674254408 -0.00141022999424781 0.0264775266001031
"THBS1" 0.0182593559048652 0.0423996328808437 -0.016253814120112
"DUSP12" 0.00451290837048293 -1.45148288223586e-05 0.000537145172617564
"PEBP1" -0.0331602199953048 -0.000448822379552575 -0.0252976106713659
"UBE2B" 0.0096177736429226 -0.0240754292133965 0.00263632296177743
"EXTL2" -0.015875494851421 -0.0282469164687294 0.00464175432257829
"TPRGL" -0.0212659678341905 0.0038464671470492 0.0145664424474841
"1110003E01RIK" -0.00239134039220535 -0.0158221768677965 0.00786133766159094
"GYG" 0.0311923045537984 -0.00668458293407483 0.0098614090960964
"PKM" -0.0267230351889859 0.0206245844000184 -0.00107534747878056
"HSP90B1" 0.0198765756843865 -0.0124710487543088 -0.0111808714084966
"SLC8A1" 0.00260973498574229 -0.0550212791775092 0.0232866277768731
"CCK" -0.0205005961580915 -0.0159347222110106 -0.0533123789748218
"PRDX1" 0.0174364342055911 0.0255127709825867 0.0227922419632829
"DDX5" 0.0200515695625117 -0.00500576605194624 -0.0118515610983264
"KLC1" -0.0348431873181133 -0.0211669253885959 -0.0093981448029795
"GPM6A" -0.0397475035940622 -0.0118724723498982 -0.0152687809478377
"DYNLT3" -0.004137797578659 -0.0222754452130015 -0.022560019844073
"ARL3" -0.0179243030439686 -0.0103209618866213 0.0136262001038374
"NAPB" -0.0395231850264769 -0.00663495382046394 -0.0126446749118402
"SMC4" 0.0306912571957411 -0.0113106695676163 -0.0149870868279335
"SERPINB6A" 0.0103280282822568 0.0158917074014057 0.00899045714957798
"PPARGC1A" 0.0192115302431592 -0.0207546676926456 -0.0319209175631668
"ASB4" 0.00224526787546095 -0.00480326552647249 0.0683001550683791
"CRYAB" 0.0251119417690123 -0.0342527060562497 0.0306966128268496
"IVNS1ABP" 0.0294628904222153 -0.00345801159003784 -0.0114859580344518
"PTGDS" -0.0108697537076289 0.00294308466820262 0.0688794025498686
"CPLX1" -0.0411732324256249 -0.00875337136069744 -0.0152594555140315
"CDC42" -0.0107620893999996 -0.0290172454320788 -0.0414066581104471
"DDX1" -0.00412335843503918 0.0113549427760876 -0.0385305342047236
"CXCL2" 0.000676019786283437 0.0396796540871837 0.0157113658438364
"HSPD1" 0.0118215183265221 -0.0196300155178973 -0.00910462266225575
"USP14" -0.00900227899133869 -0.00921502877977303 -0.0207095366920996
"DLST" 0.0270779234001331 -0.00916435124049709 -0.0387505146901663
"TRP53INP2" 0.012740365795106 0.0029052306762639 -0.0447003822530026
"MCM4" 0.0265378703629821 -0.0143649739398779 0.00785079110946311
"CHCHD3" 0.0302344029469883 -0.0157985199564017 -0.0311900338971359
"HMGN1" 0.0233611440233348 -0.00627703266696961 0.00193232149490664
"PPP2CA" -0.000451787848020156 -0.0237978781022784 -0.0243089881402546
"SYPL" 0.0340283928465603 0.000279158005510713 0.00600932672793025
"ARPC5L" -0.00850222944270038 -0.0254693348404159 -0.0178086042445968
"UBE2D3" 0.0228467081336505 -0.00394516989010906 0.00169328049712263
"PIK3CA" 6.56432230594843e-05 0.0136082728482816 -0.0358368732403458
"CETN3" 0.0136912627873539 -0.0222901701179602 0.0151341648805645
"MAPK8" -0.0158184804133629 -0.0166990510101698 -0.0133994989171076
"GGNBP2" 0.00105154412082919 -0.0154373262846328 -0.0160531034293996
"VDAC2" 0.0159055074273364 -0.0295686439647376 -0.0289103734928292
"OCIAD1" 0.00547108797730869 -0.0227691923266612 -0.00774072339359906
"HADH" 0.0392575368540851 0.0102947326048621 -0.00541336018973115
"RPLP1" 0.00959453015585363 0.0377220051719576 0.0194329562140432
"PGM2L1" -0.0391857571563731 -0.00139589493383291 -0.0119787065333903
"PSMB6" -0.015864218712364 0.00948223322792899 -0.0176350863423733
"MAGED1" -0.00567153764459776 -0.0121460578960274 0.0325522421876813
"CHCHD6" -0.0187100306849042 0.00348477203417349 0.00752478172746619
"CD164" 0.0328115495148672 -0.000141033113454366 0.0228490575386459
